id,text,text_clean,department,source
662,Broken road near Rourkela is flooded with water during rains. we have been suffering daily.,broken road rourkela flood water rain suffer daily,Roads,synthetic
663,School zone near Patia has no speed limits enforced. Children are in danger. the whole locality is inconvenienced.,school zone patia no speed limit enforce child danger locality inconvenience,Traffic,synthetic
664,The electric pole near Jaydev Vihar has a loose wire hanging dangerously.,electric pole jaydev vihar loose wire hang dangerously,Electricity,synthetic
665,Power outage in Master Canteen Square even after multiple complaints. All perishable food is getting wasted.,power outage master canteen square multiple complaint perishable food get waste,Electricity,synthetic
666,Footpath near Saheed Nagar school has broken slabs which are dangerous for children.,footpath saheed nagar school break slab dangerous child,Roads,synthetic
667,The electric connection to Jaydev Vihar community hall has been disconnected wrongly.,electric connection jaydev vihar community hall disconnect wrongly,Electricity,synthetic
668,The fountain in Unit-6 park has not been working for over a week. It is a public attraction.,fountain unit park not work week public attraction,Parks,synthetic
669,Road maintenance work near Bomikhal was started but left incomplete repeatedly.,road maintenance work bomikhal start leave incomplete repeatedly,Roads,synthetic
670,The countdown timer on traffic signal near Chandrasekharpur is not working since last week.,countdown timer traffic signal chandrasekharpur not work week,Traffic,synthetic
671,The traffic signal near Rasulgarh has been blinking yellow for three days. it is causing inconvenience to residents.,traffic signal rasulgarh blink yellow day cause inconvenience resident,Traffic,synthetic
672,Road near Barmunda has been dug for cable laying and not repaired for over a week. please take immediate action.,road barmunda dig cable lay not repair week,Roads,synthetic
673,The road surface near Acharya Vihar has completely eroded. Vehicles are getting damaged.,road surface acharya vihar completely erode vehicle get damage,Roads,synthetic
674,The bridge near Vani Vihar has damaged railings. It is very unsafe.,bridge vani vihar damage railing unsafe,Roads,synthetic
675,Frequent voltage fluctuations in Unit-4 are damaging our appliances since last month.,frequent voltage fluctuation unit damage appliance month,Electricity,synthetic
676,There has been no water supply in Tamando since Monday. it is causing inconvenience to residents.,no water supply tamando monday cause inconvenience resident,Water,synthetic
677,The electric meter box near Chandrasekharpur is open and exposed to rain. Safety risk.,electric meter box chandrasekharpur open expose rain safety risk,Electricity,synthetic
678,The chowk near Rourkela is completely broken with multiple potholes. the whole locality is inconvenienced.,chowk rourkela completely break multiple pothole locality inconvenience,Roads,synthetic
679,Water supply timings in Acharya Vihar are erratic. We never know when water will come.,water supply timing acharya vihar erratic never know water come,Water,synthetic
680,The garden near Sambalpur has dead plants that have not been replaced repeatedly.,garden sambalpur dead plant not replace repeatedly,Parks,synthetic
681,The park in Unit-6 has broken benches and no lights. Unsafe at night.,park unit break bench no light unsafe night,Parks,synthetic
682,The road near Saheed Nagar is full of potholes making two wheelers prone to accidents.,road saheed nagar pothole make wheeler prone accident,Roads,synthetic
683,Drainage channel near Puri has not been cleaned since last month. Stagnant water everywhere.,drainage channel puri not clean month stagnant water,Sanitation,synthetic
684,Loose garbage and plastic near Barmunda is blocking the roadside drain.,loose garbage plastic barmunda block roadside drain,Sanitation,synthetic
685,Broken road tiles near Dumduma are creating hazard for pedestrians for two weeks now.,break road tile dumduma create hazard pedestrian week,Roads,synthetic
686,Speeding vehicles on Unit-6 chowk are a constant threat. Need speed breaker.,speed vehicle unit chowk constant threat need speed breaker,Traffic,synthetic
687,The traffic signal near Cuttack is not working again and again. Huge traffic jams forming.,traffic signal cuttack not work huge traffic jam form,Traffic,synthetic
688,No road marking or lane discipline near Patia. Total traffic disorder.,no road mark lane discipline patia total traffic disorder,Traffic,synthetic
689,Traffic signal timing near Tamando is wrong. Green for 5 seconds is too short.,traffic signal timing tamando wrong green second short,Traffic,synthetic
690,The main arterial road near Kalinga Nagar has not been repaired since last month. it is causing inconvenience to residents.,main arterial road kalinga nagar not repair month cause inconvenience resident,Roads,synthetic
691,Road cutting work was done near Khandagiri but it has not been repaired for two weeks now.,road cutting work khandagiri not repair week,Roads,synthetic
692,Open drainage near Khandagiri is breeding mosquitoes. Residents are falling sick.,open drainage khandagiri breed mosquito resident fall sick,Sanitation,synthetic
693,Old water pipes in Jaydev Vihar are rusting and contaminating drinking water supply.,old water pipe jaydev vihar rusting contaminate drink water supply,Water,synthetic
694,Electricity transformer near Khandagiri has broken down for the past four days. Whole street affected.,electricity transformer khandagiri break past day street affect,Electricity,synthetic
695,The garbage van has not visited Patia repeatedly. Waste is piling up on the road.,garbage van not visit patia repeatedly waste pile road,Sanitation,synthetic
696,Drain near Tamando is choked with plastic waste. Sewage spilling on footpath.,drain tamando choke plastic waste sewage spill footpath,Sanitation,synthetic
697,The water meter in our building near Unit-4 is faulty and showing excess usage.,water meter building unit faulty show excess usage,Water,synthetic
698,The community dustbin near Sishu Bhawan Chowk is overflowing for more than a week. urgent attention required.,community dustbin sishu bhawan chowk overflow week urgent attention require,Sanitation,synthetic
699,Broken road tiles near Rourkela are creating hazard for pedestrians since last week.,break road tile rourkela create hazard pedestrian week,Roads,synthetic
700,Open garbage dumping is happening near IRC Village street. Foul smell everywhere.,open garbage dumping happen irc village street foul smell,Sanitation,synthetic
701,Public toilet near Saheed Nagar is broken and overflowing for two weeks now. motorists are in danger.,public toilet saheed nagar break overflow week motorist danger,Sanitation,synthetic
702,There is frequent power cut in Master Canteen Square for the past four days. motorists are in danger.,frequent power cut master canteen square past day motorist danger,Electricity,synthetic
703,The main arterial road near Bomikhal has not been repaired again and again. children are at risk.,main arterial road bomikhal not repair child risk,Roads,synthetic
704,Three-wheeler goods vehicles parked on footpath near Brahmapur blocking pedestrians.,wheeler good vehicle park footpath brahmapur block pedestrian,Traffic,synthetic
705,Park in Unit-6 has an open drainage ditch inside it which is dangerous for children.,park unit open drainage ditch inside dangerous child,Parks,synthetic
706,New electricity connection applied for near Puri but not provided for three days.,new electricity connection apply puri not provide day,Electricity,synthetic
707,Trucks are parked illegally overnight on Acharya Vihar street. elderly people are affected.,truck park illegally overnight acharya vihar street elderly people affect,Traffic,synthetic
708,The water meter in our building near Unit-6 is faulty and showing excess usage.,water meter building unit faulty show excess usage,Water,synthetic
709,We have not received water supply in Khandagiri for over a week. please take immediate action.,not receive water supply khandagiri week,Water,synthetic
710,Water pipeline near Dumduma has developed multiple leaks causing waterlogging.,water pipeline dumduma develop multiple leak cause waterlogging,Water,synthetic
711,Our electricity bill near Patia has come 3 times higher than normal without reason.,electricity bill patia come time high normal reason,Electricity,synthetic
712,The park in Rourkela has broken benches and no lights. Unsafe at night.,park rourkela break bench no light unsafe night,Parks,synthetic
713,Manhole cover near Acharya Vihar is broken and open. Very dangerous especially at night.,manhole cover acharya vihar break open dangerous especially night,Sanitation,synthetic
714,The park in Brahmapur has broken benches and no lights. Unsafe at night.,park brahmapur break bench no light unsafe night,Parks,synthetic
715,Construction debris has been dumped on the road near Bhubaneswar Old Town for two weeks now. children are at risk.,construction debris dump road bhubaneswar old town week child risk,Roads,synthetic
716,The drain near IRC Village is overflowing with sewage still not fixed. there could be a serious accident.,drain irc village overflow sewage not fix accident,Sanitation,synthetic
717,Water supply has been cut near Bomikhal without any prior notice again and again. the situation is getting worse daily.,water supply cut bomikhal prior notice situation get bad daily,Water,synthetic
718,The water pipe near Cuttack has burst and water is being wasted for the past four days.,water pipe cuttack burst water waste past day,Water,synthetic
719,"The signal near Patia has been blinking yellow for three days, it is chaos at peak hour.",signal patia blink yellow day chaos peak hour,Traffic,synthetic
720,There is a leaking water main near Acharya Vihar nagar. Please fix urgently.,leak water main acharya vihar nagar fix urgently,Water,synthetic
721,Road near Rourkela has been dug for cable laying and not repaired even after multiple complaints. there could be a serious accident.,road rourkela dig cable lay not repair multiple complaint accident,Roads,synthetic
722,Broken road tiles near Unit-6 are creating hazard for pedestrians for more than a week.,break road tile unit create hazard pedestrian week,Roads,synthetic
723,The water supply in Rourkela has been disrupted since last week. daily commuters are suffering.,water supply rourkela disrupt week daily commuter suffer,Water,synthetic
724,There is no traffic control at Rasulgarh during peak hours. Chaos every morning.,no traffic control rasulgarh peak hour chaos morning,Traffic,synthetic
725,Power supply in IRC Village goes off every night since Monday. We face a lot of issues.,power supply irc village go night monday face lot issue,Electricity,synthetic
726,Sewage drain near Patia is blocked and water is overflowing on the road. daily commuters are suffering.,sewage drain patia block water overflow road daily commuter suffer,Sanitation,synthetic
727,Open defecation is happening near the park in Jaydev Vihar every morning.,open defecation happen park jaydev vihar morning,Sanitation,synthetic
728,The road from Rasulgarh to the main highway is in terrible condition.,road rasulgarh main highway terrible condition,Roads,synthetic
729,Water tanker has not come to Khandagiri again and again. Residents are suffering.,water tanker not come khandagiri resident suffer,Water,synthetic
730,Overgrown bushes in Tamando park are becoming shelter for antisocial elements.,overgrown bush tamando park shelter antisocial element,Parks,synthetic
731,No drinking water in Tamando colony since last month. Residents are buying water at high cost.,no drinking water tamando colony month resident buy water high cost,Water,synthetic
732,No road marking or lane discipline near Rourkela. Total traffic disorder.,no road mark lane discipline rourkela total traffic disorder,Traffic,synthetic
733,Streetlights on Dumduma road have been out still not fixed. Area is unsafe at night.,streetlight dumduma road not fix unsafe night,Electricity,synthetic
734,The footpath on Jaydev Vihar square is broken and dangerous for pedestrians.,footpath jaydev vihar square break dangerous pedestrian,Roads,synthetic
735,Community water tap near Cuttack has been broken for more than a week. daily commuters are suffering.,community water tap cuttack break week daily commuter suffer,Water,synthetic
736,Sewage is mixing with drinking water supply in Rourkela. Very serious. it is causing inconvenience to residents.,sewage mix drinking water supply rourkela cause inconvenience resident,Water,synthetic
737,The streetlight near Unit-6 has been not working since Monday. elderly people are affected.,streetlight unit not work monday elderly people affect,Electricity,synthetic
738,Overhead electric cable near Saheed Nagar is sagging very low. Vehicles might touch it.,overhead electric cable saheed nagar sag low vehicle touch,Electricity,synthetic
739,Dead animal carcass lying on the road near Saheed Nagar for three days. Extremely unhygienic.,dead animal carcass lie road saheed nagar day extremely unhygienic,Sanitation,synthetic
740,Loose garbage and plastic near Acharya Vihar is blocking the roadside drain.,loose garbage plastic acharya vihar block roadside drain,Sanitation,synthetic
741,The transformer near Master Canteen Square has been making loud noise and sparking for more than a week.,transformer master canteen square make loud noise spark week,Electricity,synthetic
742,Drain near Chandrasekharpur is choked with plastic waste. Sewage spilling on footpath.,drain chandrasekharpur choke plastic waste sewage spill footpath,Sanitation,synthetic
743,Garbage collection truck near Bomikhal is coming once a week instead of daily.,garbage collection truck bomikhal come week instead daily,Sanitation,synthetic
744,The sewer line near Sishu Bhawan Chowk is blocked causing overflow on the main road. it is causing inconvenience to residents.,sewer line sishu bhawan chowk block cause overflow main road cause inconvenience resident,Sanitation,synthetic
745,New electricity connection applied for near Bomikhal but not provided for the past four days.,new electricity connection apply bomikhal not provide past day,Electricity,synthetic
746,Trees in Saheed Nagar park have not been trimmed even after multiple complaints. Branches are a hazard.,tree saheed nagar park not trim multiple complaint branch hazard,Parks,synthetic
747,Children's play equipment in Unit-6 park is rusting and dangerous for two weeks now.,child play equipment unit park rusting dangerous week,Parks,synthetic
748,The road near Tamando is full of potholes making two wheelers prone to accidents.,road tamando pothole make wheeler prone accident,Roads,synthetic
749,Public toilet near Khandagiri is broken and overflowing for three days. please take immediate action.,public toilet khandagiri break overflow day,Sanitation,synthetic
750,"The signal near Brahmapur has been blinking yellow for three days, it is chaos at peak hour.",signal brahmapur blink yellow day chaos peak hour,Traffic,synthetic
751,The borwell near Vani Vihar is not working for two weeks now. No drinking water available.,borwell vani vihar not work week no drinking water available,Water,synthetic
752,Garbage near Vani Vihar street has been burning for two days. Air is polluted.,garbage vani vihar street burn day air pollute,Sanitation,synthetic
753,No signal board at the intersection near Bomikhal. Drivers don't know right of way.,no signal board intersection bomikhal driver don know right way,Traffic,synthetic
754,The water meter in our building near Unit-4 is faulty and showing excess usage.,water meter building unit faulty show excess usage,Water,synthetic
755,The electric pole near Khandagiri has a loose wire hanging dangerously.,electric pole khandagiri loose wire hang dangerously,Electricity,synthetic
756,Broken road tiles near Master Canteen Square are creating hazard for pedestrians again and again.,break road tile master canteen square create hazard pedestrian,Roads,synthetic
757,There is frequent power cut in Brahmapur for two weeks now. the situation is getting worse daily.,frequent power cut brahmapur week situation get bad daily,Electricity,synthetic
758,The park near Sambalpur has broken swings and slides. Children are getting injured.,park sambalpur break swing slide child get injure,Parks,synthetic
759,Road cutting work was done near Sambalpur but it has not been repaired for the past four days.,road cutting work sambalpur not repair past day,Roads,synthetic
760,The road divider near Kalinga Nagar is broken and there is no barricading. the situation is getting worse daily.,road divider kalinga nagar break no barricading situation get bad daily,Roads,synthetic
761,Garbage dumping near Kalinga Nagar is happening illegally and nobody is stopping it.,garbage dumping kalinga nagar happen illegally stop,Sanitation,synthetic
762,The drain near Brahmapur is overflowing with sewage for two weeks now. the whole locality is inconvenienced.,drain brahmapur overflow sewage week locality inconvenience,Sanitation,synthetic
763,Power cuts in Cuttack are lasting more than 6 hours daily since last week. children are at risk.,power cut cuttack last hour daily week child risk,Electricity,synthetic
764,Garbage near Bhubaneswar Old Town nagar has been burning for two days. Air is polluted.,garbage bhubaneswar old town nagar burn day air pollute,Sanitation,synthetic
765,Community water tap near IRC Village has been broken since last month. we have been suffering daily.,community water tap irc village break month suffer daily,Water,synthetic
766,Wrong side driving near Master Canteen Square is rampant. No enforcement whatsoever.,wrong drive master canteen square rampant no enforcement whatsoever,Traffic,synthetic
767,Supply water in Bhubaneswar Old Town has high chlorine smell. Not suitable for cooking. please take immediate action.,supply water bhubaneswar old town high chlorine smell not suitable cook,Water,synthetic
768,The countdown timer on traffic signal near IRC Village is not working since last week.,countdown timer traffic signal irc village not work week,Traffic,synthetic
769,Auto rickshaws are blocking the entire road near Brahmapur lane every evening.,auto rickshaw block entire road brahmapur lane evening,Traffic,synthetic
770,The pedestrian signal near Sambalpur is not working since last week. Pedestrians at risk.,pedestrian signal sambalpur not work week pedestrian risk,Traffic,synthetic
771,Road near Chandrasekharpur has been dug for cable laying and not repaired for the past four days. there could be a serious accident.,road chandrasekharpur dig cable lay not repair past day accident,Roads,synthetic
772,Road near Acharya Vihar has been heavily damaged due to recent digging work since Monday.,road acharya vihar heavily damage recent digging work monday,Roads,synthetic
773,Waste dumped near Aiginia flyover is attracting stray dogs and creating hazard.,waste dump aiginia flyover attract stray dog create hazard,Sanitation,synthetic
774,Water supply timings in Chandrasekharpur are erratic. We never know when water will come.,water supply timing chandrasekharpur erratic never know water come,Water,synthetic
775,The overhead water tank in Barmunda is leaking and overflowing on the road.,overhead water tank barmunda leak overflow road,Water,synthetic
776,We have not received water supply in Acharya Vihar since Monday. we have been suffering daily.,not receive water supply acharya vihar monday suffer daily,Water,synthetic
777,The main water supply valve near Vani Vihar is stuck and causing low pressure issues.,main water supply valve vani vihar stuck cause low pressure issue,Water,synthetic
778,High tension wire near Master Canteen Square is passing very low over the road. Very dangerous.,high tension wire master canteen square pass low road dangerous,Electricity,synthetic
779,Water supply has been cut near Chandrasekharpur without any prior notice since last week. motorists are in danger.,water supply cut chandrasekharpur prior notice week motorist danger,Water,synthetic
780,Broken street light near Chandrasekharpur school is causing safety concern for students.,broken street light chandrasekharpur school cause safety concern student,Electricity,synthetic
781,Bus stop near Sishu Bhawan Chowk has no shelter. Buses also stop in middle of road causing jam.,bus stop sishu bhawan chowk no shelter bus stop middle road cause jam,Traffic,synthetic
782,Power outage in Master Canteen Square for three days. All perishable food is getting wasted.,power outage master canteen square day perishable food get waste,Electricity,synthetic
783,The road from Rasulgarh to the main highway is in terrible condition.,road rasulgarh main highway terrible condition,Roads,synthetic
784,Garbage dumping near Tamando is happening illegally and nobody is stopping it.,garbage dumping tamando happen illegally stop,Sanitation,synthetic
785,The electric connection to Patia community hall has been disconnected wrongly.,electric connection patia community hall disconnect wrongly,Electricity,synthetic
786,The fountain in Chandrasekharpur park has not been working even after multiple complaints. It is a public attraction.,fountain chandrasekharpur park not work multiple complaint public attraction,Parks,synthetic
787,Electricity transformer near Rasulgarh has broken down repeatedly. Whole street affected.,electricity transformer rasulgarh break repeatedly street affect,Electricity,synthetic
788,The community dustbin near Rourkela is overflowing again and again. elderly people are affected.,community dustbin rourkela overflow elderly people affect,Sanitation,synthetic
789,The main water supply valve near Khandagiri is stuck and causing low pressure issues.,main water supply valve khandagiri stuck cause low pressure issue,Water,synthetic
790,The road in Kalinga Nagar colony has completely broken down after the monsoon. children are at risk.,road kalinga nagar colony completely break monsoon child risk,Roads,synthetic
791,Open garbage dumping is happening near Brahmapur square. Foul smell everywhere.,open garbage dumping happen brahmapur square foul smell,Sanitation,synthetic
792,Speed breaker near Aiginia has no markings and is causing accidents.,speed breaker aiginia no marking cause accident,Roads,synthetic
793,The road from Barmunda to the main highway is in terrible condition.,road barmunda main highway terrible condition,Roads,synthetic
794,High tension wire near Sishu Bhawan Chowk is passing very low over the road. Very dangerous.,high tension wire sishu bhawan chowk pass low road dangerous,Electricity,synthetic
795,Concrete road near Aiginia has developed cracks and is sinking in some areas.,concrete road aiginia develop crack sink area,Roads,synthetic
796,Broken road near IRC Village is flooded with water during rains. it is a public safety hazard.,break road irc village flood water rain public safety hazard,Roads,synthetic
797,Frequent voltage fluctuations in Barmunda are damaging our appliances repeatedly.,frequent voltage fluctuation barmunda damage appliance repeatedly,Electricity,synthetic
798,No signal board at the intersection near Jaydev Vihar. Drivers don't know right of way.,no signal board intersection jaydev vihar driver don know right way,Traffic,synthetic
799,Supply water in Tamando has high chlorine smell. Not suitable for cooking. the situation is getting worse daily.,supply water tamando high chlorine smell not suitable cook situation get bad daily,Water,synthetic
800,Footpath near Vani Vihar school has broken slabs which are dangerous for children.,footpath vani vihar school break slab dangerous child,Roads,synthetic
